,사업장명,업태구분명,지번주소,좌표정보(X),좌표정보(Y),네이버_별점,방문자리뷰수,블로그리뷰수,대표메뉴_메뉴,대표메뉴_가격,음식이 맛있어요_비율,혼밥하기 좋아요_비율,재료가 신선해요_비율,특별한 메뉴가 있어요_비율,친절해요_비율,양이 많아요_비율,매장이 청결해요_비율,가성비가 좋아요_비율,인테리어가 멋져요_비율,건강한 맛이에요_비율,아늑해요_비율,메뉴 구성이 알차요_비율,차분한 분위기예요_비율,매장이 넓어요_비율,뷰가 좋아요_비율,음악이 좋아요_비율,특별한 날 가기 좋아요_비율,비싼 만큼 가치있어요_비율,단체모임 하기 좋아요_비율,화장실이 깨끗해요_비율,반찬이 잘 나와요_비율,주차하기 편해요_비율,대화하기 좋아요_비율,컨셉이 독특해요_비율,음식이 빨리 나와요_비율,좌석이 편해요_비율,사진이 잘 나와요_비율,집중하기 좋아요_비율,혼술하기 좋아요_비율,잡내가 적어요_비율,야외공간이 멋져요_비율,기본 안주가 좋아요_비율,향신료가 강하지 않아요_비율,환기가 잘 돼요_비율,술이 다양해요_비율,고기 질이 좋아요_비율,음료가 맛있어요_비율,직접 잘 구워줘요_비율,현지 맛에 가까워요_비율,오래 머무르기 좋아요_비율,디저트가 맛있어요_비율,라이브공연이 훌륭해요_비율,코스요리가 알차요_비율,커피가 맛있어요_비율,빵이 맛있어요_비율,종류가 다양해요_비율,차가 맛있어요_비율,선물하기 좋아요_비율,주문제작을 잘해줘요_비율,포장이 깔끔해요_비율,반려동물과 가기 좋아요_비율,샐러드바가 잘 되어있어요_비율,아이와 가기 좋아요_비율,파티하기 좋아요_비율,룸이 잘 되어있어요_비율,깨끗해요_비율,조용히 쉬기 좋아요_비율,침구가 좋아요_비율,냉난방이 잘돼요_비율,화장실이 잘 되어있어요_비율,방음이 잘돼요_비율,즐길 거리가 많아요_비율,호캉스하기 좋아요_비율,근처에 갈 곳이 많아요_비율,벌레 걱정 없어요_비율,보안시설이 잘 되어있어요_비율,바비큐 해먹기 좋아요 _비율,온수가 잘 나와요_비율,어울려 놀기 좋아요_비율,공용시설 관리가 잘돼요_비율,전기 사용이 편해요_비율,취사시설이 잘 되어있어요_비율,마트 이용이 편해요_비율,도보거리_km,도보시간_분
1158,마포구이마당 서교직영점,"육류,고기요리",서울특별시 마포구 서교동 247-14 ,192633.9888,450702.5337,,302,769,냉동삼겹살(옛날삼겹살)200g | 통삼겹살(200g) | 통목살(200g) | 불쭈꾸미(200g) | 통막창(200g),"9,000 | 13,000 | 13,000 | 13,000 | 13,000",0.235015773,0.017350158,0.044164038,0.070977918,0.119873817,0.088328076,0.063091483,0.078864353,0.029968454,,,0.004731861,,0.042586751,0.001577287,,0.007886435,,0.041009464,0.012618297,0.006309148,0.006309148,,,0.003154574,,,,,0.004731861,,,,,,0.113564669,,0.006309148,,0.001577287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.801,23.6
1159,마포만두 합정점,만두,서울특별시 마포구 서교동 391-17번지 1층 ,192434.9663,449909.7595,,2196,706,갈비만두 | 개성만두 | 찹쌀순대 | 모둠만두 | 참치김밥,"4,500 | 5,000 | 5,000 | 5,000 | 5,000",0.305887372,0.142491468,0.048634812,0.048634812,0.093430034,0.046075085,0.030716724,0.155290102,0.004266212,0.002133106,0.002133106,0.00383959,,0.087030717,0.004692833,,0.001706485,,0.004692833,0.006825939,0.000853242,0.002559727,0.000426621,,0.00725256,,,,,,,,,,,,,,0.000426621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.269,18.5
1160,마포소문난족발순대국,"족발,보쌈",서울특별시 마포구 서교동 394-57번지 지하1층 ,192421.034,449682.107,,714,175,왕족발앞발 | 순대국 보통 | 왕족발뒷발 | 뼈해장국 보통 | 보쌈(대),"41,000 | 10,000 | 37,000 | 10,000 | 39,000",0.382506527,0.046997389,0.028720627,0.022193211,0.100522193,0.125326371,0.014360313,0.104438642,0.003916449,0.001305483,0.001305483,0.005221932,,0.033942559,0.006527415,,0.002610966,,0.031331593,0.006527415,0.003916449,0.018276762,,,0.005221932,0.001305483,,,,0.01305483,,,,0.001305483,,0.037859008,,0.001305483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.122,16.3
1161,마포오리농장,오리요리,"서울특별시 마포구 서교동 394-45번지 명지한강빌드웰 1층 102,103,104,105호 ",192457.1205,449770.0694,4.36,924,911,능이버섯 백숙(3~4인분) | 삼채 누룽지 백숙(3~4인분) | 생오리 주물럭(600g) | 생오리 주물럭(300g) | 오리 훈제구이(600g),"95,000 | 82,000 | 50,000 | 28,000 | 50,000",0.254909511,0.028494417,0.022333462,0.04928764,0.074701579,0.070465922,0.02464382,0.032730073,0.006931074,0.021178283,0.000770119,0.003080477,0.00038506,0.113977667,0.00038506,,0.004620716,0.001155179,0.101270697,,0.021948402,0.007701194,,,0.002310358,0.000770119,,,,0.018482865,,,,0.000770119,,0.113977667,,0.017327686,,0.000770119,,,,,,,,,,,,,0.001155179,,0.003465537,,,,,,,,,,,,,,,,,,,1.123,16.2
1162,마포오리농장,오리요리,"서울특별시 마포구 서교동 394-45번지 명지한강빌드웰 1층 102,103,104,105호 ",192457.1205,449770.0694,4.36,924,911,능이버섯 백숙(3~4인분) | 삼채 누룽지 백숙(3~4인분) | 생오리 주물럭(600g) | 생오리 주물럭(300g) | 오리 훈제구이(600g),"95,000 | 82,000 | 50,000 | 28,000 | 50,000",0.254909511,0.028494417,0.022333462,0.04928764,0.074701579,0.070465922,0.02464382,0.032730073,0.006931074,0.021178283,0.000770119,0.003080477,0.00038506,0.113977667,0.00038506,,0.004620716,0.001155179,0.101270697,,0.021948402,0.007701194,,,0.002310358,0.000770119,,,,0.018482865,,,,0.000770119,,0.113977667,,0.017327686,,0.000770119,,,,,,,,,,,,,0.001155179,,0.003465537,,,,,,,,,,,,,,,,,,,1.123,16.2
1163,만다라 인도 라운지,인도음식,서울특별시 마포구 서교동 396-22,192611.4253,449682.4254,,12,0,,,0.183333333,0.033333333,0.05,0.016666667,0.05,0.05,0.05,0.1,0.15,,0.016666667,0.033333333,,0.033333333,0.016666667,,,,0.033333333,0.016666667,,,,,,,,,,,,,,,,,,,0.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.953,12.3
1164,만만코코로 홍대점,요리주점,"서울특별시 마포구 서교동 369-41 2,3 ",192978.9148,450070.1265,,255,191,세숫대야 김치전골 | 나가사끼 짬뽕 | 등갈비찜 | 갈비찜 | 김해 뒷고기 한판,"24,000 | 24,000 | 35,000 | 30,000 | 22,000",0.247272727,,,0.025454545,0.098181818,,0.025454545,0.072727273,0.101818182,,,,,0.025454545,0.003636364,0.069090909,,,0.061818182,,,0.003636364,0.061818182,,,,0.007272727,,0.003636364,,0.007272727,0.109090909,,,0.047272727,,,,,0.029090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.946,13.1
1165,만선호프 홍대점,"맥주,호프",서울특별시 마포구 서교동 409-1 서교동빌딩,193047.5088,449757.4822,,215,371,노가리 | 을지로골뱅이 | 후라이드치킨 | 마늘치킨 | 파닭마늘치킨,"2,000 | 29,000 | 22,000 | 23,000 | 24,000",0.178678679,,0.001501502,0.046546547,0.076576577,0.012012012,0.024024024,0.085585586,0.036036036,0.001501502,,0.015015015,,0.037537538,0.001501502,0.10960961,0.003003003,0.001501502,0.12012012,0.009009009,,0.001501502,0.055555556,0.003003003,0.010510511,,0.001501502,,0.001501502,,0.009009009,0.067567568,,,0.036036036,,0.001501502,,,0.037537538,,0.007507508,,,,,,,,,,,,0.007507508,,,,,,,,,,,,,,,,,,,,0.655,8.6
1166,만월당 합정점,요리주점,서울특별시 마포구 서교동 395-29 ,192602.7823,449705.5851,,882,392,모듬전 | 철판김치삼겹구이 | 고추장육회 | 치즈감자전 | 차돌버섯샤브,"28,000 | 23,000 | 24,000 | 19,000 | 23,000",0.244977511,,0.002098951,0.057271364,0.052173913,0.003898051,0.026086957,0.03928036,0.091754123,0.0005997,0.005697151,0.017391304,0.00089955,0.019490255,0.0011994,0.053673163,0.00029985,,0.022188906,0.008095952,,,0.074062969,0.0005997,0.004197901,,0.003298351,0.00029985,0.00089955,,0.002698651,0.171514243,,,0.087556222,,0.0017991,,,0.005997001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.961,12.4
1167,만월당 합정점,요리주점,서울특별시 마포구 서교동 395-29 ,192602.7823,449705.5851,,882,392,모듬전 | 철판김치삼겹구이 | 고추장육회 | 치즈감자전 | 차돌버섯샤브,"28,000 | 23,000 | 24,000 | 19,000 | 23,000",0.244977511,,0.002098951,0.057271364,0.052173913,0.003898051,0.026086957,0.03928036,0.091754123,0.0005997,0.005697151,0.017391304,0.00089955,0.019490255,0.0011994,0.053673163,0.00029985,,0.022188906,0.008095952,,,0.074062969,0.0005997,0.004197901,,0.003298351,0.00029985,0.00089955,,0.002698651,0.171514243,,,0.087556222,,0.0017991,,,0.005997001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.961,12.4
1168,만장일치,"백반,가정식",서울특별시 마포구 서교동 403-4 DE빌딩 ,192914.5744,449736.6509,,120,20,스팸김밥 | 참치김밥 | 돈까스롤 | 라볶이 | 순두부찌개,"5,500 | 5,000 | 5,500 | 6,500 | 9,000",0.247787611,0.132743363,0.048672566,,0.132743363,0.123893805,0.053097345,0.159292035,0.004424779,,,,0.004424779,,,,,,,0.004424779,0.084070796,,,,0.004424779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.715,9.3
1169,만평우동 홍대점,"우동,소바",서울특별시 마포구 서교동 369-10 ,192903.8064,450015.5142,,6938,259,,,0.248706505,0.146648762,0.078083653,0.034638019,0.051976776,0.057032268,0.043603618,0.163158103,0.065326435,0.002409258,0.028792606,0.014613531,0.009834512,0.017378253,0.00229077,0.003633635,0.000710929,,0.001974802,0.000710929,0.003041194,0.000355464,0.005331964,0.004897508,0.008531143,0.00039496,0.001421857,0.000236976,0.000710929,0.000355464,0.000157984,0.000118488,0.00039496,3.95e-05,,0.000513448,0.00019748,0.000157984,0.001026897,3.95e-05,,,3.95e-05,,,,,,,,3.95e-05,,0.000355464,,0.000118488,,,,,,,,,,,,,,,,,,,0.998,12.8
1170,만평우동 홍대점,"우동,소바",서울특별시 마포구 서교동 369-10 ,192903.8064,450015.5142,,6938,259,,,0.248706505,0.146648762,0.078083653,0.034638019,0.051976776,0.057032268,0.043603618,0.163158103,0.065326435,0.002409258,0.028792606,0.014613531,0.009834512,0.017378253,0.00229077,0.003633635,0.000710929,,0.001974802,0.000710929,0.003041194,0.000355464,0.005331964,0.004897508,0.008531143,0.00039496,0.001421857,0.000236976,0.000710929,0.000355464,0.000157984,0.000118488,0.00039496,3.95e-05,,0.000513448,0.00019748,0.000157984,0.001026897,3.95e-05,,,3.95e-05,,,,,,,,3.95e-05,,0.000355464,,0.000118488,,,,,,,,,,,,,,,,,,,0.998,12.8
1171,만휘군상,요리주점,서울특별시 마포구 서교동 332-8 ,193428.6493,450360.5491,,107,155,명태튀김 깽쏨소스 | 그릴드포크 | 김짬뽕 | 닭 전골 | 피꼬막 초무침,"31,000 | 28,000 | 26,000 | 24,000 | 29,000",0.217672414,,0.00862069,0.142241379,0.0625,0.002155172,0.012931034,0.00862069,0.118534483,0.002155172,0.019396552,0.019396552,0.00862069,0.004310345,,0.047413793,0.002155172,0.00862069,0.010775862,0.004310345,,,0.066810345,0.004310345,,,0.006465517,,0.006465517,,,0.034482759,,,0.172413793,,0.002155172,,,0.006465517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.055,14.1
1172,맘스터치LAB 홍대입구역점,햄버거,서울특별시 마포구 서교동 353-2 ,192923.2724,450311.8059,,764,127,마일드 인카운터 세트 | 스파이시 인카운터 세트 | 에드워드 리 K비프버거 세트 | 에드워드 리 K싸이버거 세트 | 에드워드 리 크림디종 빅싸이순살,"22,900 | 22,500 | 11,200 | 11,200 | 16,400",0.346912794,0.082113304,0.105665181,0.054105665,0.058561426,0.060471038,0.03691916,0.094844048,0.021005729,0.001273074,0.002546149,0.003819223,,0.091024825,0.001273074,,0.001909612,,0.009548059,0.002546149,,0.001273074,0.005728835,0.000636537,0.007638447,0.000636537,,,0.000636537,0.001273074,,,0.000636537,0.000636537,,0.001273074,0.001273074,,,0.001273074,,,,,,,,,,0.001909612,0.000636537,,,,,,,,,,,,,,,,,,,,,,,1.435,19.0
1173,맘스피자 홍대입구역점,피자,서울특별시 마포구 서교동 353-2 ,192923.2724,450311.8059,,24,35,[이벤트]스파게티N피자세트 | 바삭옥수수통새우피자 와우순살맥스 피치세트 | 하프앤하프피자 빅싸이순살 피치세트 | 트러플바질알리고피자 투계더 박스(핫치즈) | 와우미트피자 빅싸이순살 피치세트,"24,800 | 44,000 | 35,300 | 41,100 | 30,800",0.307692308,0.134615385,0.057692308,0.038461538,0.096153846,0.038461538,0.038461538,0.038461538,0.057692308,,,,,0.134615385,,,,,0.019230769,,,,,,0.019230769,,,,,,,,,,,,,,,,,,,,,,,,,0.019230769,,,,,,,,,,,,,,,,,,,,,,,,1.435,19.0
1174,망원회관 홍대본점,"육류,고기요리",서울특별시 마포구 서교동 480-9,192208.0963,450224.4903,4.71,787,220,꼬들살_190g | 소갈비살_170g | 천겹살_190g | 가로막살_190g | 회관왕갈비_270g,"16,000 | 21,000 | 16,000 | 16,000 | 18,000",0.202867384,0.012903226,0.023655914,0.130107527,0.116487455,0.067383513,0.056272401,0.064157706,0.051971326,0.000358423,0.001792115,0.002508961,,0.041218638,0.007885305,,0.004301075,,0.03655914,0.001433692,0.001433692,0.001792115,,0.000716846,0.001075269,,,,,0.010394265,0.000358423,,,0.001433692,,0.15734767,,0.003225806,,,,,,,,,,,,,,,0.000358423,,,,,,,,,,,,,,,,,,,,,1.916,24.9
1175,매머드커피 홍대본점,카페,서울특별시 마포구 서교동 327-15 ,193716.5682,450262.5886,4.55,352,21,아메리카노,"1,600",0.003144654,,,0.034591195,0.166666667,0.003144654,0.006289308,0.182389937,0.006289308,,,,,0.003144654,,,,,,0.003144654,,0.006289308,,,0.006289308,,0.006289308,0.003144654,,,,,,,,,0.182389937,,,,0.050314465,,,0.327044025,,,0.003144654,,0.003144654,0.003144654,,,,,,,,,,,,,,,,,,,,,,,,1.061,14.2
1176,매운집 합정점,요리주점,서울특별시 마포구 서교동 395-30 ,192590.8742,449700.4412,,841,668,대도리탕(대창만)(37 | 900~45 | 900원) | 곱도리탕(곱창만)(38 | 900~46 | 900원) | 순살닭발도리탕(순살닭+무뼈닭발)(30 | 000~38 | 000원) | 닭발도리탕(뼈닭+닭발)(27 | 000~35 | 000원) | 반반도리탕(곱창+대창)(39 | 900~47 | 900원), |  |  |  |  |  |  |  |  |  |  |  |  |  | ,0.234892455,0.006828269,0.036189826,0.075452373,0.106520997,0.063844315,0.06725845,0.04848071,0.041993855,0.004779788,0.00887675,0.027313076,0.003755548,0.015022192,0.005804029,0.040628201,0.002048481,0.006828269,0.021850461,0.00887675,0.000341413,,0.047797883,0.004438375,0.004438375,0.001365654,0.006828269,0.003414135,0.004779788,0.00102424,,0.055308979,0.000341413,0.000341413,0.017070673,0.000341413,0.003755548,,,0.003072721,0.005121202,0.004438375,0.004096961,0.004438375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.991,13.8
1177,맥거핀씨어터,퓨전음식,서울특별시 마포구 서교동 386-10 ,192387.8381,449971.3178,4.89,1057,412,닭껍질튀김 | 수제커리치킨 | 우삼겹숙주볶음 | 연극+음식(안주)+음료*평일기준 | 연극+음료*평일기준,"11,000 | 19,000 | 19,000 | 38,000 | 29,000",0.14616907,0.009329941,0.010460843,0.035057959,0.201017812,0.004523608,0.039298841,0.039864292,0.100084818,0.000282725,0.042126096,0.005937235,0.006502686,0.009329941,0.005089059,,0.160870794,0.00621996,0.017528979,0.012722646,,0.000848176,,0.119027424,0.011309019,0.00876449,0.000282725,,0.000282725,,,0.000282725,,,,,,,0.000282725,0.004240882,,,,,,,,,,,0.000282725,,0.000282725,,0.001696353,,,,,,,,,,,,,,,,,,,1.343,19.4
1178,맥심1층카페,"카페,디저트",서울특별시 마포구 서교동 446-36 맥심빌딩 ,192765.632,450466.8648,,85,56,홍시빙수(2~3인분) | 화이트와인(잔술) | 런던 프라이드 | 아메리카노 | 까페라떼,"17,900 | 9,000 | 8,000 | 4,500 | 6,000",0.003278689,,,0.032786885,0.163934426,0.003278689,0.062295082,0.055737705,0.13442623,,0.013114754,,0.009836066,0.003278689,0.019672131,0.003278689,,,,0.006557377,,0.003278689,0.052459016,,,0.045901639,0.019672131,0.032786885,0.009836066,,0.006557377,,,,0.003278689,,0.068852459,,,0.003278689,0.062295082,,,0.180327869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.504,19.8
1179,맵돌집,한식,서울특별시 마포구 서교동 446-6 한백빌딩 ,192779.533,450388.6897,,73,45,맵도리찜 (매콤한 돌판 양념 찜닭) | 맵도리탕 (매콤.시원.칼칼 닭볶음탕) | 흑부추버섯전 | 맵돌부대찌개 (사골육수 베이스)(변동) | 순두부 김치두루치기(변동),"35,000 | 32,000 | 15,000 |  | ",0.214285714,,0.107142857,0.077380952,0.104166667,0.12202381,0.047619048,0.0625,0.080357143,0.014880952,0.011904762,0.023809524,0.005952381,0.05952381,0.00297619,,0.00297619,,0.035714286,0.005952381,0.008928571,,,0.005952381,,,,,,,,,,,,0.005952381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,18.6
1180,머씨커피,"카페,디저트",서울특별시 마포구 서교동 394-51 ,192506.1794,449693.5468,,987,989,솔티드스카치라떼 | 아메리카노 | 패션프룻레몬소다 | 에끌레어 | 레몬 파이,"7,000 | 5,500 | 7,500 | 5,800 | 9,000",0.000827815,,,0.023592715,0.069950331,,0.053807947,0.006208609,0.145695364,0.000413907,0.002069536,,0.002483444,0.009933775,0.052152318,0.000413907,0.000413907,0.002069536,,0.012003311,,0.003311258,0.09147351,0.000413907,0.000413907,0.021109272,0.056291391,0.007450331,,,0.006208609,,,,,,0.081539735,,,0.000827815,0.14031457,,,0.207781457,,,,0.000413907,,,,,,,0.000413907,,,,,,,,,,,,,,,,,,,1.0,14.3
1181,먹보식당,"백반,가정식",서울특별시 마포구 서교동 449-3번지 ,192645.2292,450670.8398,4.39,180,13,집밥정식,"9,000",0.202941176,0.138235294,0.105882353,0.005882353,0.114705882,0.102941176,0.008823529,0.144117647,,0.002941176,0.002941176,0.005882353,,0.002941176,,,,,,,0.15,,,,0.011764706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.853,24.2
1182,먹보식당,"백반,가정식",서울특별시 마포구 서교동 449-3번지 ,192645.2292,450670.8398,4.39,180,13,집밥정식,"9,000",0.202941176,0.138235294,0.105882353,0.005882353,0.114705882,0.102941176,0.008823529,0.144117647,,0.002941176,0.002941176,0.005882353,,0.002941176,,,,,,,0.15,,,,0.011764706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.853,24.2
1183,먼로,"카페,디저트",서울특별시 마포구 서교동 396-36 ,192632.0867,449620.7473,,75,105,아메리카노(변동),,,,,0.038461538,0.10989011,,0.038461538,0.005494505,0.137362637,,0.005494505,,,0.005494505,0.032967033,0.016483516,0.005494505,,,0.005494505,,,0.043956044,0.016483516,,0.054945055,0.071428571,0.005494505,,,,,,,,,0.148351648,,,,0.115384615,,,0.10989011,,,,,,,,,,0.032967033,,,,,,,,,,,,,,,,,,,,0.836,10.9
1184,메가MGC커피 합정중앙점,카페,서울특별시 마포구 서교동 392-20 체리스빌딩 ,192510.2195,449906.5515,,2944,78,(ICE)아메리카노 | (ICE)메가리카노 | (ICE)큐브라떼 | 복숭아아이스티 | 쿠키프라페,"2,500 | 3,800 | 4,700 | 3,500 | 4,400",0.000219587,0.000219587,,0.033157664,0.077953448,0.001756697,0.043917435,0.204435661,0.013394818,0.000219587,0.001317523,0.000878349,0.000439174,0.00153711,0.005270092,,0.000219587,0.000219587,,0.004172156,,0.016029864,0.026570048,,0.001317523,0.021519543,0.006587615,0.01559069,,,,,,,,,0.131532718,,,0.000439174,0.066315327,,,0.323232323,,0.000658762,0.000219587,,,0.000658762,,,,,,,,,,,,,,,,,,,,,,,,1.189,16.6
1185,메가MGC커피 홍대서교점,카페,서울특별시 마포구 서교동 371-1 상연빌딩 ,192862.2979,450164.1346,,2616,68,아메리카노 | 쿠키프라페 | 딸기라떼 | 퐁크러쉬(플레인/바나나/딸기) | 큐브라떼,"2,000 | 3,900 | 3,700 | 3,900 | 4,200",,0.000468604,,0.025538894,0.08153702,0.000937207,0.045923149,0.205716963,0.028819119,0.000234302,0.002108716,0.001640112,0.000234302,0.007263355,0.009840675,0.000702905,,0.000468604,,0.003748828,,0.003045923,0.037956888,,0.001171509,0.042877226,0.003748828,0.022024367,,,,,,,,,0.124179944,,,0.002108716,0.063027179,,,0.283036551,0.000468604,0.000937207,0.000234302,,,,,,,,,,,,,,,,,,,,,,,,,,,1.107,15.0
1186,메가MGC커피 홍대점,카페,서울특별시 마포구 서교동 369-5 1층 ,192980.8149,450022.7204,4.39,1772,70,,,,,,0.038159958,0.0987977,0.002090957,0.026136958,0.251437533,0.005750131,,,,,0.000522739,0.00627287,,,,,0.004704652,,0.005750131,0.016204914,,0.000522739,0.009409305,0.00627287,0.006795609,,,,,,,,,0.154730789,,,,0.055933089,,,0.30893884,,0.001045478,,,,0.000522739,,,,,,,,,,,,,,,,,,,,,,,,0.893,11.1
1187,메이드리밍 메이드카페,"카페,디저트",서울특별시 마포구 서교동 366-29,192922.123,449983.0222,,590,25,쿠마땅 카레라이스 | 메이드리밍 칵테일 무제한 HYPER | 칠리소스 오므라이스 | 멘타이코 소스 오므라이스 | 곰돌이와 한판 승부 카레라이스,"18,000 | 30,000 | 20,000 | 20,000 | 60,000",0.048192771,0.002581756,0.002581756,0.067986231,0.141135972,0.002151463,0.065834768,0.0116179,0.085197935,0.001290878,0.010327022,0.008175559,0.002581756,0.0116179,0.004302926,0.020654045,0.008605852,0.0116179,0.002151463,0.009466437,,0.001290878,0.084337349,0.046041308,0.000860585,0.003442341,0.052495697,0.005163511,0.002581756,,0.00172117,0.001290878,,,0.003872633,,0.119621343,,,0.005163511,0.094234079,,0.000860585,0.038726334,0.000430293,0.004302926,0.001290878,,0.003872633,,0.001290878,,0.001290878,0.003012048,0.002151463,,,,,,,,,,,,,,,,,,,0.969,12.0
1188,메이드문 메이드카페 홍대본점,"카페,디저트",서울특별시 마포구 서교동 366-10 昌元빌딩 ,192947.178,449996.7588,,962,158,메이드문 set menu(변동) | 메이드문 이벤트 메뉴판(변동) | 메이드문 식사 and 디저트 menu(변동) | 메이드문 드링크 menu(변동) | 메이드문 칵테일 쇼 (맛있어지는 쇼)(변동), |  |  |  | ,0.052163164,0.004449938,0.000494438,0.056118665,0.167861557,0.003461063,0.041779975,0.006427689,0.04894932,0.00197775,0.01013597,0.01013597,0.001730532,0.002966625,0.007416564,0.026205192,0.00815822,0.01433869,0.001236094,0.010630408,,,0.087021014,0.069962917,0.005438813,0.005191595,0.065018541,0.003461063,,,0.000247219,0.000741656,,,,,0.117181706,,,0.033621755,0.080593325,,0.001483313,0.034857849,,0.003213844,0.000494438,0.000494438,0.004202719,,0.000247219,,0.000741656,0.007169345,0.001730532,,,,,,,,,,,,,,,,,,,0.941,11.7
1189,메이플릿지,"카페,디저트",서울특별시 마포구 서교동 351-24 ,192853.827,450374.2209,,125,56,두바이쫀득쿠키 | 바나나라떼 | 메이플 휘낭시에 | 아메리카노 (take out) | 레몬 마들렌,"4,800 | 6,200 | 3,000 | 3,500 | 3,200",0.011428571,,0.003809524,0.068571429,0.091428571,,0.047619048,0.024761905,0.125714286,,0.019047619,0.001904762,0.007619048,,0.011428571,0.003809524,,,,0.003809524,,,0.04,,,,0.043809524,0.00952381,,,,,,,,,0.095238095,,,,0.222857143,,,0.131428571,0.013333333,0.00952381,,0.007619048,,0.003809524,0.001904762,,,,,,,,,,,,,,,,,,,,,,,1.433,18.6
1190,메종,요리주점,서울특별시 마포구 서교동 393-12번지 ,192389.5777,449800.6653,,79,2,훈제바베큐 | 골뱅이무침 | 낙지볶음 | 제육볶음 | 무뼈닭발,"15,000 | 20,000 | 15,000 | 15,000 | 13,000",0.262068966,,,0.062068966,0.096551724,0.006896552,0.013793103,0.075862069,0.006896552,,0.006896552,,0.006896552,0.027586207,,0.048275862,,,0.082758621,0.013793103,,0.013793103,0.075862069,,,,,,0.013793103,,,0.096551724,,,0.04137931,,,,,0.04137931,,,,,,,,,,,,,,0.006896552,,,,,,,,,,,,,,,,,,,,1.238,18.1
1191,메종,요리주점,서울특별시 마포구 서교동 393-12번지 ,192389.5777,449800.6653,,79,2,훈제바베큐 | 골뱅이무침 | 낙지볶음 | 제육볶음 | 무뼈닭발,"15,000 | 20,000 | 15,000 | 15,000 | 13,000",0.262068966,,,0.062068966,0.096551724,0.006896552,0.013793103,0.075862069,0.006896552,,0.006896552,,0.006896552,0.027586207,,0.048275862,,,0.082758621,0.013793103,,0.013793103,0.075862069,,,,,,0.013793103,,,0.096551724,,,0.04137931,,,,,0.04137931,,,,,,,,,,,,,,0.006896552,,,,,,,,,,,,,,,,,,,,1.238,18.1
1192,멘노아지 홍대점,일본식라면,서울특별시 마포구 서교동 486 서교푸르지오,193187.803,450172.1789,,1200,37,돈코츠라멘 | 해장라멘 | 블랙가쓰오라멘 | 모츠(소곱창)라멘 | 마제소바,"10,000 | 10,000 | 11,000 | 14,500 | 11,000",0.252260607,0.126130304,0.106886158,0.044284721,0.067934153,0.07883144,0.068629724,0.049153721,0.094365871,0.002318572,0.005564572,0.004869001,0.006492001,0.049617436,0.001159286,0.003941572,0.000695572,,0.004405286,0.001623,0.000463714,0.000231857,0.004405286,0.000231857,0.005796429,0.001391143,0.002086715,0.000231857,0.001159286,0.004637144,,,0.000231857,0.000695572,0.000231857,0.002782286,0.000695572,0.000231857,0.003709715,0.000231857,0.000231857,,,,,,,,,,,,0.001159286,,,,,,,,,,,,,,,,,,,,,1.09,14.5
1193,멘도무카우,일본식라면,서울특별시 마포구 서교동 375-30 1층 ,192697.7319,450157.0906,,263,182,시오라멘 | 쇼유라멘 | 카라시오라멘 (매운멸치시오) | 츠케멘(매일40-50식),"10,000 | 10,000 | 10,000 | 11,000",0.273148148,0.165509259,0.101851852,0.079861111,0.127314815,0.042824074,0.064814815,0.038194444,0.020833333,0.012731481,0.010416667,0.002314815,0.005787037,0.017361111,0.003472222,0.001157407,,,,0.001157407,,,,0.003472222,0.003472222,,,,0.001157407,0.008101852,,,0.003472222,,,0.003472222,,,0.008101852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.249,15.9
1194,멘부리 마포점,일식당,서울특별시 마포구 서교동 327-30 ,193723.0725,450315.9211,,30,3,,,0.342857143,0.142857143,,,0.2,0.171428571,,0.142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.116,14.9
